gene_id,gene_full_id,mean_log,var_log,detected_cells,detected_fraction,original_index,acute_vs_control_log_delta,p53DN_vs_p53WT_log_delta,candidate_score,gene_symbol,biotype,description,seq_region_name
ENSG00000168291,ENSG00000168291.12,0.36119142,0.06563849,7809,0.8487120965112488,18283,0.0073927343,0.04773557,0.055129305,PDHB,protein_coding,pyruvate dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:8808],3
ENSG00000114850,ENSG00000114850.6,1.0933458,0.0735907,9182,0.9979350070644496,8001,-0.03618741,0.018880129,0.055068538,SSR3,protein_coding,signal sequence receptor subunit 3 [Source:HGNC Symbol;Acc:HGNC:11325],3
ENSG00000140451,ENSG00000140451.12,0.20613503,0.088034965,4317,0.4691881317248125,12187,-0.017687082,0.037361413,0.055049494,PIF1,protein_coding,PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220],15
ENSG00000115944,ENSG00000115944.14,1.0986761,0.06284315,9187,0.9984784262580154,20409,-0.0013226271,-0.053566217,0.054889843,COX7A2L,protein_coding,cytochrome c oxidase subunit 7A2 like [Source:HGNC Symbol;Acc:HGNC:2289],2
ENSG00000174021,ENSG00000174021.10,1.2205397,0.066058695,9194,0.9992392131290078,9000,0.043818235,0.01106739,0.054886624,GNG5,protein_coding,G protein subunit gamma 5 [Source:HGNC Symbol;Acc:HGNC:4408],1
ENSG00000141002,ENSG00000141002.19,0.80320424,0.110128626,9074,0.9861971524834258,4414,0.028461516,-0.026357234,0.054819748,TCF25,protein_coding,TCF25 ribosome quality control complex subunit [Source:HGNC Symbol;Acc:HGNC:29181],16
ENSG00000198176,ENSG00000198176.12,1.0156584,0.08911454,9150,0.9944571242256276,8428,0.016523838,0.038131118,0.054655954,TFDP1,protein_coding,transcription factor Dp-1 [Source:HGNC Symbol;Acc:HGNC:11749],13
ENSG00000170584,ENSG00000170584.10,0.7396606,0.06792378,9084,0.9872839908705576,9120,-0.021843135,0.032779515,0.05462365,NUDCD2,protein_coding,NudC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30535],5
ENSG00000100941,ENSG00000100941.8,0.70655376,0.09866947,9008,0.9790240191283556,1633,-0.024230242,0.030318141,0.05454938,PNN,protein_coding,"pinin, desmosome associated protein [Source:HGNC Symbol;Acc:HGNC:9162]",14
ENSG00000176978,ENSG00000176978.13,0.59981775,0.06238538,8906,0.9679382675796108,14280,-0.0023422241,-0.05219531,0.054538533,DPP7,protein_coding,dipeptidyl peptidase 7 [Source:HGNC Symbol;Acc:HGNC:14892],9
ENSG00000143761,ENSG00000143761.15,1.1950564,0.07211693,9196,0.999456580806434,4563,-0.03859961,0.015932918,0.054533526,ARF1,protein_coding,ARF GTPase 1 [Source:HGNC Symbol;Acc:HGNC:652],1
ENSG00000185262,ENSG00000185262.8,0.5155296,0.090856686,8374,0.9101184653841974,3920,0.050206423,0.0043047667,0.054512188,UBALD2,protein_coding,UBA like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28438],17
ENSG00000187109,ENSG00000187109.13,1.9917856,0.06395136,9201,1.0,7785,0.014446497,-0.040014863,0.05446236,NAP1L1,protein_coding,nucleosome assembly protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:7637],12
ENSG00000128595,ENSG00000128595.16,0.45691454,0.0658546,8460,0.9194652755135312,15239,0.015571922,0.038889408,0.05446233,CALU,protein_coding,calumenin [Source:HGNC Symbol;Acc:HGNC:1458],7
ENSG00000128989,ENSG00000128989.10,0.72467417,0.07209742,9049,0.983480056515596,9968,-0.023071885,0.03135997,0.054432854,ARPP19,protein_coding,cAMP regulated phosphoprotein 19 [Source:HGNC Symbol;Acc:HGNC:16967],15
ENSG00000167965,ENSG00000167965.17,0.56016296,0.06509521,8773,0.9534833170307576,12805,-0.020190477,0.03410518,0.054296657,MLST8,protein_coding,MTOR associated protein MLST8 [Source:HGNC Symbol;Acc:HGNC:24825],16
ENSG00000108604,ENSG00000108604.15,0.5113807,0.06103127,8687,0.9441365069014238,22585,0.0084088445,0.04576826,0.054178104,SMARCD2,protein_coding,SWI/SNF related BAF chromatin remodeling complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:11107],17
ENSG00000060762,ENSG00000060762.18,0.41519177,0.06178655,8174,0.8883816976415607,6096,-0.0022521615,0.051883966,0.054137126,MPC1,protein_coding,mitochondrial pyruvate carrier 1 [Source:HGNC Symbol;Acc:HGNC:21606],6
ENSG00000111237,ENSG00000111237.18,0.7627566,0.0890822,9080,0.9868492555157048,9094,-0.03350401,-0.020622551,0.05412756,VPS29,protein_coding,VPS29 retromer complex component [Source:HGNC Symbol;Acc:HGNC:14340],12
ENSG00000116133,ENSG00000116133.12,0.64588356,0.076456346,8967,0.9745679817411153,17163,-0.0015787482,0.05252278,0.054102525,DHCR24,protein_coding,24-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2859],1
ENSG00000072958,ENSG00000072958.8,0.48614562,0.06450479,8584,0.932942071513966,8314,0.038820982,0.015138894,0.053960875,AP1M1,protein_coding,adaptor related protein complex 1 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:13667],19
ENSG00000172500,ENSG00000172500.12,0.5922157,0.062602535,8886,0.9657645908053472,14373,0.03180754,0.022101223,0.053909764,FIBP,protein_coding,FGF1 intracellular binding protein [Source:HGNC Symbol;Acc:HGNC:3705],11
ENSG00000168894,ENSG00000168894.9,0.677813,0.076392904,9020,0.9803282251929138,16232,0.02710259,0.026730299,0.053833887,RNF181,protein_coding,ring finger protein 181 [Source:HGNC Symbol;Acc:HGNC:28037],2
ENSG00000243147,ENSG00000243147.7,1.2077247,0.07665945,9190,0.9988044777741548,2709,-0.048940897,-0.004863739,0.053805634,MRPL33,protein_coding,mitochondrial ribosomal protein L33 [Source:HGNC Symbol;Acc:HGNC:14487],2
ENSG00000105700,ENSG00000105700.10,0.6613363,0.06447614,8992,0.9772850777089448,11122,0.025741458,0.028036475,0.05377893,KXD1,protein_coding,KxDL motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28420],19
ENSG00000013306,ENSG00000013306.15,1.4993763,0.06814226,9197,0.9995652646451472,21086,-0.01822722,0.035393953,0.05362217,SLC25A39,protein_coding,solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279],17
ENSG00000160049,ENSG00000160049.11,0.54266506,0.06210439,8765,0.952613846321052,22000,-0.036563993,0.01698196,0.05354695,DFFA,protein_coding,DNA fragmentation factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2772],1
ENSG00000004897,ENSG00000004897.11,0.44113734,0.061511006,8390,0.9118574068036084,9879,0.020390421,0.033148766,0.053540185,CDC27,protein_coding,cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728],17
ENSG00000167272,ENSG00000167272.10,0.4940445,0.062137306,8646,0.9396804695141832,4153,-0.02136001,0.032177597,0.053538606,POP5,protein_coding,POP5 ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:17689],12
ENSG00000211450,ENSG00000211450.9,1.0228928,0.064599454,9185,0.9982610585805892,9718,0.044626474,0.008803725,0.053431198,SELENOH,protein_coding,selenoprotein H [Source:HGNC Symbol;Acc:HGNC:18251],11
ENSG00000168958,ENSG00000168958.19,0.84305626,0.070819326,9126,0.9918487120965112,7431,-0.013905704,0.039479673,0.053386375,MFF,protein_coding,mitochondrial fission factor [Source:HGNC Symbol;Acc:HGNC:24858],2
ENSG00000008324,ENSG00000008324.11,0.49400285,0.067774765,8601,0.93478969677209,11282,-0.010044783,0.043336093,0.053381875,SS18L2,protein_coding,SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593],3
ENSG00000178719,ENSG00000178719.16,0.83835846,0.08317855,9100,0.9890229322899684,16529,-0.048158348,0.0051612854,0.05332063,GRINA,protein_coding,glutamate ionotropic receptor NMDA type subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4589],8
ENSG00000052802,ENSG00000052802.12,0.42729262,0.06698796,8205,0.8917508966416694,10585,-0.021856964,-0.031456918,0.05331488,MSMO1,protein_coding,methylsterol monooxygenase 1 [Source:HGNC Symbol;Acc:HGNC:10545],4
ENSG00000015475,ENSG00000015475.18,0.8997936,0.078931674,9140,0.9933702858384958,14093,0.040670812,0.012511373,0.053183183,BID,protein_coding,BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050],22
ENSG00000196642,ENSG00000196642.18,0.8524417,0.07601143,9118,0.9909792413868058,2695,0.04581189,0.007151544,0.052964434,RABL6,protein_coding,"RAB, member RAS oncogene family like 6 [Source:HGNC Symbol;Acc:HGNC:24703]",9
ENSG00000164733,ENSG00000164733.20,0.49723327,0.06356536,8655,0.940658624062602,15119,-0.0022080839,0.05058825,0.052797332,CTSB,protein_coding,cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527],8
ENSG00000100142,ENSG00000100142.14,1.4471034,0.071037546,9198,0.9996739484838604,13117,-0.034773946,-0.018021584,0.052796528,POLR2F,protein_coding,"RNA polymerase II, I and III subunit F [Source:HGNC Symbol;Acc:HGNC:9193]",22
ENSG00000166562,ENSG00000166562.8,0.5564744,0.060992442,8811,0.9576133029018584,19520,0.042957604,0.009738028,0.05269663,SEC11C,protein_coding,"SEC11 homolog C, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:23400]",18
ENSG00000091164,ENSG00000091164.12,0.4671606,0.063901894,8513,0.92522551896533,1513,-0.041739702,0.010834068,0.05257477,TXNL1,protein_coding,thioredoxin like 1 [Source:HGNC Symbol;Acc:HGNC:12436],18
ENSG00000181924,ENSG00000181924.6,1.1015455,0.073196635,9184,0.998152374741876,13104,-0.017276764,0.03528583,0.052563593,COA4,protein_coding,cytochrome c oxidase assembly factor 4 homolog [Source:HGNC Symbol;Acc:HGNC:24604],11
ENSG00000134851,ENSG00000134851.12,0.67929256,0.07399928,9004,0.9785892837735028,7619,-0.04233545,0.010213673,0.052550122,TMEM165,protein_coding,transmembrane protein 165 [Source:HGNC Symbol;Acc:HGNC:30760],4
ENSG00000168090,ENSG00000168090.9,0.8286828,0.07622336,9130,0.992283447451364,19763,-0.016338944,0.036087275,0.052427217,COPS6,protein_coding,COP9 signalosome subunit 6 [Source:HGNC Symbol;Acc:HGNC:21749],7
ENSG00000101132,ENSG00000101132.9,0.8820104,0.0726724,9148,0.9942397565482012,14556,0.042441607,0.009978116,0.05242072,PFDN4,protein_coding,prefoldin subunit 4 [Source:HGNC Symbol;Acc:HGNC:8868],20
ENSG00000149923,ENSG00000149923.13,0.945534,0.07189989,9163,0.9958700141288992,14928,-0.013678908,0.038722694,0.0524026,PPP4C,protein_coding,protein phosphatase 4 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9319],16
ENSG00000104408,ENSG00000104408.9,1.6921747,0.14222339,9199,0.9997826323225736,5772,0.029374123,-0.022995234,0.052370355,EIF3E,protein_coding,eukaryotic translation initiation factor 3 subunit E [Source:HGNC Symbol;Acc:HGNC:3277],8
ENSG00000116209,ENSG00000116209.11,0.53261554,0.06751821,8774,0.9535920008694708,14596,0.036347568,0.015974998,0.052323565,TMEM59,protein_coding,transmembrane protein 59 [Source:HGNC Symbol;Acc:HGNC:1239],1
ENSG00000006757,ENSG00000006757.11,0.9655662,0.07318404,9166,0.9961960656450386,21015,0.02567625,0.026636899,0.052314147,PNPLA4,protein_coding,"patatin like domain 4, phospholipase and triacylglycerol lipase  [Source:HGNC Symbol;Acc:HGNC:24887]",X
ENSG00000139324,ENSG00000139324.11,0.4503567,0.060918193,8443,0.917617650255407,2910,0.04410863,0.008170009,0.052279636,TMTC3,protein_coding,transmembrane O-mannosyltransferase targeting cadherins 3 [Source:HGNC Symbol;Acc:HGNC:26899],12
ENSG00000180879,ENSG00000180879.13,1.3557776,0.0634877,9194,0.9992392131290078,16836,0.028517008,-0.023502469,0.052020475,SSR4,protein_coding,signal sequence receptor subunit 4 [Source:HGNC Symbol;Acc:HGNC:11326],X
ENSG00000100387,ENSG00000100387.8,0.96255565,0.075310156,9180,0.9977176393870232,9287,-0.022712886,0.029290378,0.052004263,RBX1,protein_coding,ring-box 1 [Source:HGNC Symbol;Acc:HGNC:9928],22
ENSG00000104331,ENSG00000104331.8,0.54631543,0.0611822,8831,0.959786979676122,20884,-0.014001608,0.03786391,0.051866516,BPNT2,protein_coding,"3'(2'), 5'-bisphosphate nucleotidase 2 [Source:HGNC Symbol;Acc:HGNC:26019]",8
ENSG00000151729,ENSG00000151729.10,0.4739445,0.061813988,8540,0.928159982610586,7539,0.010201335,0.041193724,0.051396057,SLC25A4,protein_coding,solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990],4
ENSG00000158042,ENSG00000158042.8,0.46103513,0.063346095,8473,0.9208781654168026,18116,-0.026631176,0.024738252,0.051370427,MRPL17,protein_coding,mitochondrial ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:14053],11
ENSG00000115641,ENSG00000115641.18,0.5397748,0.07137306,8707,0.9463101836756874,20163,-0.045152128,-0.0061071515,0.051260278,FHL2,protein_coding,four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703],2
ENSG00000172366,ENSG00000172366.19,1.214651,0.087496795,9180,0.9977176393870232,20886,-0.0035312176,0.047649384,0.0511816,MCRIP2,protein_coding,MAPK regulated corepressor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:14142],16
ENSG00000162819,ENSG00000162819.11,0.45360056,0.065525025,8417,0.9147918704488642,9608,0.04487717,-0.006266147,0.051144317,BROX,protein_coding,BRO1 domain and CAAX motif containing [Source:HGNC Symbol;Acc:HGNC:26512],1
ENSG00000173801,ENSG00000173801.16,0.49341747,0.06655601,8557,0.93000760786871,13385,-0.014788032,0.036344856,0.051133886,JUP,protein_coding,junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207],17
ENSG00000090487,ENSG00000090487.10,0.6326486,0.06664673,8939,0.971524834257146,20689,-0.03964764,0.011326253,0.05097489,SPG21,protein_coding,"SPG21 abhydrolase domain containing, maspardin [Source:HGNC Symbol;Acc:HGNC:20373]",15
ENSG00000156170,ENSG00000156170.12,0.58266926,0.06375274,8880,0.965112487773068,14914,-0.020803392,0.030169308,0.0509737,NDUFAF6,protein_coding,NADH:ubiquinone oxidoreductase complex assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:28625],8
ENSG00000188290,ENSG00000188290.10,0.29739776,0.06781854,6751,0.7337245951527008,6455,-0.012658238,0.0383102,0.050969437,HES4,protein_coding,hes family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:24149],1
ENSG00000130779,ENSG00000130779.20,0.4841284,0.062320147,8632,0.9381588957721988,4329,0.0467225,0.0041068494,0.05083035,CLIP1,protein_coding,CAP-Gly domain containing linker protein 1 [Source:HGNC Symbol;Acc:HGNC:10461],12
ENSG00000161057,ENSG00000161057.11,0.39494374,0.0737896,7978,0.8670796652537768,18103,-0.047121763,0.0037060082,0.05082877,PSMC2,protein_coding,"proteasome 26S subunit, ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9548]",7
ENSG00000198931,ENSG00000198931.10,1.7590007,0.07732093,9201,1.0,7386,0.028780937,-0.022041082,0.050823018,APRT,protein_coding,adenine phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:626],16
ENSG00000244187,ENSG00000244187.7,1.0671558,0.07537061,9164,0.9959786979676122,1245,0.010139823,-0.040667057,0.05080788,TMEM141,protein_coding,transmembrane protein 141 [Source:HGNC Symbol;Acc:HGNC:28211],9
ENSG00000165264,ENSG00000165264.10,1.050198,0.08604344,9179,0.99760895554831,19376,-0.023602843,0.02716744,0.05077128,NDUFB6,protein_coding,NADH:ubiquinone oxidoreductase subunit B6 [Source:HGNC Symbol;Acc:HGNC:7701],9
ENSG00000174917,ENSG00000174917.8,1.003841,0.06580567,9182,0.9979350070644496,12785,0.008067608,0.042405725,0.05047433,MICOS13,protein_coding,mitochondrial contact site and cristae organizing system subunit 13 [Source:HGNC Symbol;Acc:HGNC:33702],19
ENSG00000177697,ENSG00000177697.18,0.50085944,0.061277326,8676,0.9429409846755789,19929,-0.02281478,0.027572334,0.050388113,CD151,protein_coding,CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630],11
ENSG00000105699,ENSG00000105699.16,0.52000576,0.06718199,8687,0.9441365069014238,8499,-0.01404351,0.036340535,0.050385043,LSR,protein_coding,lipolysis stimulated lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:29572],19
ENSG00000101608,ENSG00000101608.12,1.3637424,0.09742205,9196,0.999456580806434,16162,0.026175857,0.024189115,0.05036597,MYL12A,protein_coding,myosin light chain 12A [Source:HGNC Symbol;Acc:HGNC:16701],18
ENSG00000065518,ENSG00000065518.7,1.129037,0.067609474,9183,0.9980436909031628,3684,-0.011001706,-0.039338112,0.050340816,NDUFB4,protein_coding,NADH:ubiquinone oxidoreductase subunit B4 [Source:HGNC Symbol;Acc:HGNC:7699],3
ENSG00000173692,ENSG00000173692.12,0.5846355,0.06946251,8853,0.9621780241278122,7648,-0.018976212,0.031011939,0.04998915,PSMD1,protein_coding,"proteasome 26S subunit, non-ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9554]",2
ENSG00000143155,ENSG00000143155.12,0.50249034,0.061646853,8652,0.9403325725464624,5070,-0.024839163,0.025098473,0.049938634,TIPRL,protein_coding,TOR signaling pathway regulator [Source:HGNC Symbol;Acc:HGNC:30231],1
ENSG00000131495,ENSG00000131495.8,1.0919293,0.068329655,9197,0.9995652646451472,7030,0.014611721,-0.0351367,0.04974942,NDUFA2,protein_coding,NADH:ubiquinone oxidoreductase subunit A2 [Source:HGNC Symbol;Acc:HGNC:7685],5
ENSG00000023445,ENSG00000023445.13,0.31829682,0.07566481,6961,0.7565482012824692,9116,-0.036221504,-0.013415098,0.0496376,BIRC3,protein_coding,baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591],11
ENSG00000122378,ENSG00000122378.13,0.9828749,0.0927448,9156,0.9951092272579068,10005,-0.030562818,0.019040883,0.0496047,PRXL2A,protein_coding,peroxiredoxin like 2A [Source:HGNC Symbol;Acc:HGNC:28651],10
ENSG00000138069,ENSG00000138069.17,0.75517195,0.07628907,9094,0.9883708292576894,11177,-0.005500555,-0.04407549,0.049577042,RAB1A,protein_coding,"RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9758]",2
ENSG00000106399,ENSG00000106399.11,1.1488,0.09928325,9168,0.9964134333224648,17499,0.004344821,0.045111775,0.049457595,RPA3,protein_coding,replication protein A3 [Source:HGNC Symbol;Acc:HGNC:10291],7
ENSG00000014641,ENSG00000014641.17,0.5984198,0.110370226,8818,0.9583740897728508,19347,-0.04907614,0.00035470724,0.049431846,MDH1,protein_coding,malate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6970],2
ENSG00000183011,ENSG00000183011.13,0.90971357,0.072989374,9145,0.9939137050320618,17761,0.0009958148,0.048419535,0.04941635,NAA38,protein_coding,"N-alpha-acetyltransferase 38, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:28212]",17
ENSG00000100348,ENSG00000100348.9,0.7614288,0.06607017,9103,0.989348983806108,18159,0.02692622,0.022401571,0.04932879,TXN2,protein_coding,thioredoxin 2 [Source:HGNC Symbol;Acc:HGNC:17772],22
ENSG00000117592,ENSG00000117592.8,1.7811935,0.068769775,9201,1.0,2089,-0.016191244,0.032862067,0.04905431,PRDX6,protein_coding,peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753],1
ENSG00000198729,ENSG00000198729.4,0.5261844,0.07000211,8641,0.9391370503206172,13517,-0.028446496,0.020464122,0.048911616,PPP1R14C,protein_coding,protein phosphatase 1 regulatory inhibitor subunit 14C [Source:HGNC Symbol;Acc:HGNC:14952],6
ENSG00000264364,ENSG00000264364.2,0.4186557,0.060086768,8229,0.8943593087707857,19580,-0.0022491813,0.046646237,0.048896417,DYNLL2,protein_coding,dynein light chain LC8-type 2 [Source:HGNC Symbol;Acc:HGNC:24596],17
ENSG00000122786,ENSG00000122786.19,1.3969434,0.06962965,9195,0.9993478969677208,18620,-0.046551347,0.0023328066,0.04888515,CALD1,protein_coding,caldesmon 1 [Source:HGNC Symbol;Acc:HGNC:1441],7
ENSG00000101294,ENSG00000101294.17,0.6994008,0.06948649,9055,0.9841321595478753,20767,-0.013305306,0.035478532,0.048784837,HM13,protein_coding,histocompatibility minor 13 [Source:HGNC Symbol;Acc:HGNC:16435],20
ENSG00000113719,ENSG00000113719.15,0.78000027,0.071904644,9122,0.9914139767416584,1629,-0.018375158,0.030407429,0.048783585,ERGIC1,protein_coding,endoplasmic reticulum-golgi intermediate compartment 1 [Source:HGNC Symbol;Acc:HGNC:29205],5
ENSG00000071127,ENSG00000071127.16,0.6602433,0.070979364,8976,0.9755461362895338,15916,-0.026627839,-0.022086263,0.0487151,WDR1,protein_coding,WD repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12754],4
ENSG00000128463,ENSG00000128463.12,1.074394,0.07298306,9181,0.9978263232257364,13591,-0.021770597,0.02675724,0.048528835,EMC4,protein_coding,ER membrane protein complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:28032],15
ENSG00000115091,ENSG00000115091.11,0.6392388,0.07399911,8961,0.973915878708836,6131,-0.030727208,-0.017767787,0.048495993,ACTR3,protein_coding,actin related protein 3 [Source:HGNC Symbol;Acc:HGNC:170],2
ENSG00000144895,ENSG00000144895.11,0.52848524,0.06254528,8749,0.9508749049016412,16434,-0.021725416,-0.026645005,0.04837142,EIF2A,protein_coding,eukaryotic translation initiation factor 2A [Source:HGNC Symbol;Acc:HGNC:3254],3
ENSG00000114023,ENSG00000114023.15,0.6939414,0.07119621,9080,0.9868492555157048,15844,-0.029562771,0.018797815,0.048361585,FAM162A,protein_coding,family with sequence similarity 162 member A [Source:HGNC Symbol;Acc:HGNC:17865],3
ENSG00000117906,ENSG00000117906.13,0.8519798,0.07055615,9135,0.99282686664493,21161,0.011307895,0.037032843,0.048341736,RCN2,protein_coding,reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935],15
ENSG00000170540,ENSG00000170540.14,0.57752633,0.15624097,8251,0.8967503532224759,9333,-0.019460678,0.028552294,0.04801397,ARL6IP1,protein_coding,ARL6 interacting reticulophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:697],16
