accuracy,balanced_accuracy,macro_f1,model,target
0.9830508474576272,0.9832101000765157,0.9830105960613451,hgt_multitask,p53
0.9847892220773576,0.9839055439943852,0.9842928766056839,hgt_multitask,cenpa
0.970013037809648,0.9673283723301256,0.9672811399764504,hgt_multitask,condition
